,Link,New Book Name,Budget,Gross,Opening,Author,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Star votes,Stars,Award Count
127,http://www.imdb.com/title/tt0087262/,Firestarter,15000000,15100000,,Stephen King,,Firestarter,"[Charlie McGee, Andrew McGee]","[Horror, Fiction, Thriller, Science Fiction]",137803,145,"[39228, 47969, 40446, 8672, 1488]",3.83,0.0
128,http://www.imdb.com/title/tt0072402/,Where the Red Fern Grows,,,,Wilson Rawls,"
Massachusetts Children's Book Award (1987), North Dakota Children's Choice Award (1981)
",Where the Red Fern Grows,"[Billy Colman, Old Dan, Little Ann]","[Classics, Fiction, Young Adult, Childrens]",267546,65,"[108886, 85789, 51771, 14731, 6369]",4.03,2.0
129,http://www.imdb.com/title/tt0060390/,Fahrenheit 451,1500000,,,Ray Bradbury,"
Hugo Award for Best Novel (1954), Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award Silver Medal for Fiction (1953)
",Fahrenheit 451,"[Guy Montag, Norman Corwin, Clarisse McClellan, Mildred Montag, Captain Beatty, Professor Faber]","[Classics, Science Fiction, Science Fiction, Dystopia, Literature, Fantasy, Novels, Science Fiction Fantasy, Academic, Read For School, Adult, Literature, American]",1081252,459,"[381634, 391815, 221136, 60021, 26646]",3.96,4.0
130,http://www.imdb.com/title/tt0068190/,Alice's Adventures in Wonderland & Through the Looking-Glass,2500000,,,Lewis Carroll,,Alice's Adventures in Wonderland & Through the Looking-Glass (Alice's Adventures in Wonderland #1-2),[],"[Classics, Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure, Literature, 19th Century, Novels, European Literature, British Literature]",360891,759,"[143055, 122268, 73729, 16750, 5089]",4.06,0.0
131,http://www.imdb.com/title/tt0068190/,Alice in Wonderland,2500000,,,Lewis Carroll,,Alice in Wonderland (Alice's Adventures in Wonderland #1),"[The Hatter, The Queen of Hearts, The Cheshire Cat, White Rabbit, The Caterpillar, Alice, The March Hare (Zenescope)]","[Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Literature, Literature, 19th Century, European Literature, British Literature, Novels]",377030,2569,"[148344, 121931, 78434, 20307, 8014]",4.01,0.0
132,http://www.imdb.com/title/tt1538403/,City of Bones,60000000,31046201,9336957.0,Cassandra Clare,"
Locus Award Nominee for Best First Novel (2007), Georgia Peach Book Award Nominee for Honor book (2009), South Carolina Book Award Nominee for Young Adult Book Award (2010), Pacific Northwest Library Association Young Reader's Choice Award (2010), Abraham Lincoln Award (2010)
",City of Bones (The Mortal Instruments #1),"[Alec Lightwood, Jonathan ""Jace"" Wayland, Valentine Morgenstern, Isabelle Lightwood, Magnus Bane, Simon Lewis, Jocelyn Fray, Luke Garroway, Clarissa ""Clary"" Fray]","[Young Adult, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy, Paranormal, Vampires, Fiction]",1137127,162,"[534036, 326063, 186102, 59767, 31159]",4.12,5.0
133,http://www.imdb.com/title/tt1538403/,City of Glass,60000000,31046201,9336957.0,Cassandra Clare,"
Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010), Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)
",City of Glass (The Mortal Instruments #3),"[Alec Lightwood, Jonathan ""Jace"" Wayland, Valentine Morgenstern, Isabelle Lightwood, Magnus Bane, Simon Lewis, Maia Roberts, Jocelyn Fray, Luke Garroway, Sebastian Morgenstern, Aline Penhallow, Clarissa ""Clary"" Fray]","[Fantasy, Young Adult, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy]",573597.0,108.0,"[316682, 163491, 71800, 15676, 5948]",4.34,2.0
134,http://www.imdb.com/title/tt3968018/,Beloved,CAD8000,,,Toni Morrison,"
Pulitzer Prize for Fiction (1988), American Book Award (1988), Anisfield-Wolf Book Award (1988), National Book Critics Circle Award (1987), Frederic G. Melcher Book Award (1988)
...more
National Book Award Finalist for Fiction (1987)
...less ",Beloved (The Trilogy #1),"[Baby Suggs, Sethe, Beloved, Paul D Garner, Denver]","[Fiction, Classics, Historical Fiction, Literature, Cultural, African American]",229045,144,"[70915, 74697, 51036, 20398, 11999]",3.75,5.0
135,http://www.imdb.com/title/tt0416212/,The Secret Life of Bees,11000000,37766350,10527799.0,Sue Monk Kidd,"
Book Sense Book of the Year Award for Paperback (2004), Abraham Lincoln Award Nominee (2005), Missouri Gateway Readers Award Nominee (2005)
",The Secret Life of Bees,"[Lily Owens, Rosaleen, August Boatwright, June Boatwright, May Boatwright, T. Ray Owens]","[Fiction, Historical Fiction, Young Adult, Adult Fiction]",883997,115,"[317284, 328069, 177701, 44020, 16923]",4.0,3.0
136,http://www.imdb.com/title/tt0124315/,The Cider House Rules,24000000,57536361,110098.0,John Irving,,The Cider House Rules,"[Dr. Wilbur Larch, Candy Kendall, Wally Worthington, Rose Rose, Homer Wells]","[Fiction, Historical Fiction, Classics, Literary Fiction, Historical]",127103,104,"[46494, 52590, 22682, 4143, 1194]",4.09,0.0
137,http://www.imdb.com/title/tt0079844/,'Salem's Lot,4000000,,,Stephen King,"
World Fantasy Award Nominee for Best Novel (1976)
",'Salem's Lot,"[Benjamin Mears, Susan Norton, Matt Burke, Mark Petrie, Father Donald Callahan, Mike Ryerson, Dr James Cody, Richard Throckett Straker, Danny Glick, Larry Crockett, Sonny James, Charles Boone, Loretta Starcher, Weasel Craig, Larry McLeod, Joe Crane, June Petrie, Hal Griffen, Dud Rogers, Cynthia Stowens, Buddy Bascomb, Nolly Gardener, Tookey, Miss Coogan, Royal Snow, Harriet Durham]","[Paranormal, Vampires, Thriller, Horror, Fantasy, Paranormal, Fantasy, Supernatural]",234097,200,"[81226, 84354, 54610, 11286, 2621]",3.98,1.0
138,http://www.imdb.com/title/tt0113670/,A Little Princess,17000000,10019307,,Frances Hodgson Burnett,,A Little Princess,"[Becky Denning, Sara Crewe, Ralph Crewe, Maria Minchin, Ermengarde St. John]","[Classics, Fiction, Childrens, Young Adult]",194026,661,"[87415, 66873, 32275, 5435, 2028]",4.2,0.0
139,http://www.imdb.com/title/tt5834204/,The Handmaid's Tale,,,,Margaret Atwood,"
Man Booker Prize Nominee (1986), Nebula Award Nominee for Best Novel (1986), Arthur C. Clarke Award for Best Novel (1987), Audie Award for Fiction (2013), Los Angeles Times Book Prize for Fiction (1986)
...more
Prometheus Award Nominee for Best Novel (1987), Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985), Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987), CBC Canada Reads Nominee (2002)
...less ",The Handmaid's Tale,"[The Commander, Offred, Serena Joy, Ofglen, Nick, Moira, Luke Castellan]","[Fiction, Classics, Science Fiction, Dystopia, Science Fiction, Feminism, Fantasy]",514771,174,"[191161, 189698, 94805, 27242, 11865]",4.01,8.0
140,http://www.imdb.com/title/tt0088323/,The Neverending Story,27000000,20158808,4325823.0,Michael Ende,"
Buxtehuder Bulle (1979), Zilveren Griffel (1983), Preis der Leseratten des ZDF (1980)
",The Neverending Story,"[Bastian Balthazar Bux, Atréju, Fuchur, Karl Konrad Koreander, Bastiaan, Atréjoe]","[Fantasy, Classics, Fiction, Young Adult, Childrens]",116500,211,"[53408, 37138, 19919, 4463, 1572]",4.17,3.0
141,http://www.imdb.com/name/nm0005251/,Carrie,,,,Stephen King,,Carrie,"[Carrie White, Margaret White, Tommy Ross, Chris Hargensen, Sue Snell, Rita Desjardin, Billy Nolan]","[Horror, Fiction, Fantasy, Paranormal, Fantasy]",343020,223,"[107745, 123707, 89350, 18092, 4126]",3.91,0.0
142,http://www.imdb.com/title/tt0114345/,The Scarlet Letter,50000000,10400000,,Nathaniel Hawthorne,,The Scarlet Letter,"[Hester Prynne, Arthur Dimmesdale, Roger Chillingworth, Pearl Prynne]","[Classics, Fiction, Historical Fiction, Academic, School, Literature, Young Adult, High School]",528743,1352,"[89971, 155514, 173148, 76833, 33277]",3.36,0.0
143,http://www.imdb.com/title/tt0071007/,Little House on the Prairie,,,,Laura Ingalls Wilder,,Little House on the Prairie (Little House #2),"[Laura Ingalls Wilder, Caroline Quiner Ingalls, Charles Ingalls, Mary Ingalls, Carrie Ingalls]","[Classics, Childrens, Fiction, Young Adult, Historical, Childrens, Middle Grade, Childrens, Juvenile, Family, Adventure, Kids]",182360,135,"[85708, 56758, 30624, 6448, 2822]",4.18,0.0
144,http://www.imdb.com/title/tt1067583/,Water for Elephants,38000000,58700247,16842353.0,Sara Gruen,"
Book Sense Book of the Year Award for Adult Fiction (2007), ALA Alex Award (2007), The Quill Award Nominee for General Fiction (2006)
",Water for Elephants,"[Jacob Jankowski, Rosemary, August, Rosie, Camel, Uncle Al, Kinko/Walter, Marlena L'Arche]","[Fiction, Historical Fiction, Romance, Book Club, Contemporary, Literary Fiction, Historical, Classics, Adult, Media Tie In, Movies]",1041986,126,"[395947, 393050, 189495, 47596, 15898]",4.06,3.0
145,http://www.imdb.com/title/tt0989757/,Dear John,25000000,80014842,30468614.0,Nicholas Sparks,,Dear John,"[Savannah Lynn Curtis, John Tyree]","[Romance, Fiction, Womens Fiction, Chick Lit, Contemporary, Adult, Adult Fiction, Love, Young Adult, Drama, Romance, Contemporary Romance]",425116,107,"[166483, 135972, 89484, 24034, 9143]",4.0,0.0
146,http://www.imdb.com/title/tt1294226/,The Last Song,20000000,62950384,16007426.0,Nicholas Sparks,"
Goodreads Choice Award for Chick Lit (2009)
",The Last Song,"[Will Blakelee, Veronica ""Ronnie"" Miller]","[Romance, Fiction, Womens Fiction, Chick Lit, Young Adult, Contemporary, Adult, Realistic Fiction, Love, Drama, Adult Fiction]",411841,88,"[182694, 131927, 73448, 16933, 6839]",4.13,1.0
147,http://www.imdb.com/title/tt0247638/,The Princess Diaries,26000000,108244774,22862269.0,Meg Cabot,"
Evergreen Teen Book Award (2003)
",The Princess Diaries (The Princess Diaries #1),"[Mia Thermopolis, Lilly Moscovitz, Helen Thermopolis, Frank Gianini, Michael Moscovitz, ""Grandmère"" Clarisse Renaldo, Tina Hakim Baba]","[Young Adult, Romance, Womens Fiction, Chick Lit, Fiction, Contemporary]",188840,117,"[55246, 57916, 54683, 15883, 5112]",3.75,1.0
148,http://www.imdb.com/title/tt0247638/,Princess Mia,26000000,108244774,22862269.0,Meg Cabot,,Princess Mia (The Princess Diaries #9),"[Mia Thermopolis, Lilly Moscovitz, Michael Moscovitz]","[Young Adult, Womens Fiction, Chick Lit, Romance, Contemporary, Fiction, Young Adult, Teen, Humor, Realistic Fiction, Childrens, Young Adult, High School]",18516,50,"[5498, 6090, 5291, 1317, 320]",3.82,0.0
149,http://www.imdb.com/title/tt0120824/,The Shipping News,35000000,11405825,318502.0,Annie Proulx,"
Pulitzer Prize for Fiction (1994), National Book Award for Fiction (1993), Irish Times International Fiction Prize (1993), Chicago Tribune Heartland Prize for Fiction (1993)
",The Shipping News,[],"[Fiction, Contemporary, Literature]",101096,91,"[29417, 37558, 23318, 7654, 3149]",3.82,4.0
150,http://www.imdb.com/title/tt1509767/,The Three Musketeers,75000000,20374484,8674452.0,Alexandre Dumas,,The Three Musketeers (The D'Artagnan Romances #1),"[D'Artagnan, Athos, Porthos, Aramis, Cardinal Richelieu, King Louis XIII, Anne of Austria, Milady de Winter, George Villiers, 1st Duke of Buckingham, Monsieur de Treville]","[Fiction, Classics, Cultural, France, Historical]",208337,1199,"[76336, 78343, 43811, 7798, 2049]",4.05,0.0
151,http://www.imdb.com/title/tt0100944/,The Witches,,10360553,,Roald Dahl,"
Whitbread Award for Children's Novel (1983), Books I Loved Best Yearly (BILBY) Awards for Read Alone (1993), West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1986)
",The Witches,"[Boy Narrator, The Grand High Witch, Boy's Grandmother]","[Childrens, Fantasy, Fiction]",215382,6,"[94047, 73945, 37610, 7025, 2755]",4.16,3.0
152,http://www.imdb.com/title/tt0046534/,The War of the Worlds,2000000,4360000,,H.G. Wells,,The War of the Worlds,[],"[Classics, Science Fiction, Fiction]",165548,916,"[41258, 63531, 47513, 10601, 2645]",3.79,0.0
153,http://www.imdb.com/title/tt0078480/,Watership Down,,,,Richard Adams,"
Mythopoeic Fantasy Award Nominee (1975), Guardian Children's Fiction Prize (1973), Boston Globe-Horn Book Award (1975), California Young Readers Medal for Young Adult (1977), Carnegie Medal (1972)
",Watership Down (Watership Down #1),"[Bigwig, Fiver, El-Ahrairah, Hazel, Pipkin, Blackberry, Dandelion, Hyzenthlay, Frith, Silver (Watership Down), Kehaar, General Woundwort]","[Classics, Fiction, Fantasy, Young Adult, Animals]",290037,4,"[119631, 96307, 50281, 15080, 8738]",4.04,5.0
154,http://www.imdb.com/title/tt0442933/,Beowulf,150000000,82161969,27515871.0,Unknown,"
Whitbread Award, The Times Stephen Spender Prize (2011)
",Beowulf,"[Beowulf, Grendel, Hrothgar (The Inheritance Cycle), Onela, Unferth, Breca]","[Classics, Poetry, Fiction, Fantasy, Literature, Academic, School]",171873,599,"[35094, 47918, 53062, 24192, 11607]",3.41,2.0
155,http://www.imdb.com/title/tt0343818/,I,120000000,144801023,52179887.0,,,,,,,,,,
156,http://www.imdb.com/name/nm2237471/,Christine,,,,Stephen King,,Christine,"[Arnie Cunningham, Leigh Cabot, Dennis Guilder]","[Thriller, Horror, Fantasy, Supernatural, Fantasy, Paranormal, Suspense, Mystery, Fiction, Novels, Adult, Science Fiction]",152045,149,"[40898, 47339, 46959, 13734, 3115]",3.72,0.0
157,http://www.imdb.com/name/nm2237471/,Christine,,,,Stephen King,,Christine,"[Arnie Cunningham, Leigh Cabot, Dennis Guilder]","[Thriller, Horror, Fantasy, Supernatural, Fantasy, Paranormal, Suspense, Mystery, Fiction, Novels, Adult, Science Fiction]",152046,149,"[40898, 47340, 46959, 13734, 3115]",3.72,0.0
158,http://www.imdb.com/title/tt0084917/,The World According to Garp,17000000,29712172,,John Irving,"
National Book Award for Fiction (Paperback) (1980), National Book Award Finalist for Fiction (1979)
",The World According to Garp,"[T.S. Garp, Jenny Fields, Helen Garp, Roberta Muldoon]","[Fiction, Classics, Literature, Contemporary, Novels]",171431,149,"[65345, 65163, 30507, 7425, 2991]",4.06,2.0
159,http://www.imdb.com/title/tt0433416/,The Namesake,,13569248,248552.0,Jhumpa Lahiri,,The Namesake,"[Ashoke Ganguli, Ashima Ganguli, Gogol/Nikhil Ganguli, Sonia/Sonali Ganguli, Maxine, Moushumi Mazoomdar]","[Cultural, India, Fiction, Contemporary, Novels, Literary Fiction]",182026,84,"[54506, 76463, 40647, 8569, 1841]",3.95,0.0
160,http://www.imdb.com/title/tt0146882/,High Fidelity,30000000,27277055,6429107.0,Nick Hornby,,High Fidelity,[],"[Fiction, Humor, Romance, Novels, Contemporary]",144752,128,"[42717, 60899, 32997, 6611, 1528]",3.94,0.0
161,http://www.imdb.com/title/tt0955298/,The Memory Keeper's Daughter,,,,Kim Edwards,,The Memory Keeper's Daughter,"[Phoebe, Al, Dr. David Henry, Norah Henry, Bree, Paul Henry]","[Fiction, Contemporary, Adult Fiction, Adult]",499749,93,"[112789, 178770, 142557, 46373, 19260]",3.64,0.0
162,http://www.imdb.com/title/tt0327597/,Coraline,60000000,75280058,16849646.0,Neil Gaiman,"
Bram Stoker Award for Best Work for Young Readers (2002), Hugo Award for Best Novella (2003), Nebula Award for Best Novella (2003), Locus Award for Best Young Adult Novel (2003), World Fantasy Award Nominee for Best Novella (2003)
...more
Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Child Magazine Best Book of the Year, Will Eisner Comic Industry Awards for Best Publication for Teens/Tweens (2009), Elizabeth Burr / Worzalla Award (2003)
...less ",Coraline,"[Coraline Jones, Miss Spink, Miss Forcible, Mister Bobo]","[Fantasy, Young Adult, Fiction, Horror, Childrens]",312187,165,"[114100, 115297, 62270, 14028, 6492]",4.01,9.0
163,http://www.imdb.com/title/tt0327597/,Coraline,60000000,75280058,16849646.0,Neil Gaiman,,Coraline,[],"[Sequential Art, Graphic Novels, Fantasy, Horror, Sequential Art, Comics, Young Adult, Fiction]",14804,15,"[5029, 5322, 3465, 759, 229]",3.96,0.0
164,http://www.imdb.com/title/tt0377092/,Lolita,17000000,86049418,24432195.0,Vladimir Nabokov,"
National Book Award Finalist for Fiction (1959)
",Lolita,"[Humbert Humbert, Lolita, Charlotte Haze, Clare Quilty, Annabel Leigh]","[Classics, Fiction, Literature]",484770,427,"[173429, 154070, 102027, 35133, 20111]",3.88,1.0
165,http://www.imdb.com/title/tt0116477/,Hamlet,18000000,4414535,148321.0,William Shakespeare,,Hamlet,"[Hamlet, Horatio, Polonius, Laertes, Gertrude, Marcellus, Rosencrantz and Guildentstern, Fortinbras, Bernardo, Francisco, Reynaldo, Osric, Voltimand, Cornelius, Claudius, Ophelia]","[Historical Fiction, European Literature, British Literature, Historical, Adult, Literature, 17th Century, Paranormal, Ghosts, Cultural, Denmark, Novels, Literary Fiction, Classics]",536757,1710,"[203211, 179261, 113677, 30894, 9714]",4.0,0.0
166,http://www.imdb.com/title/tt0001463/,The Wonderful Wizard of Oz,,,,L. Frank Baum,"
Lewis Carroll Shelf Award (1968)
",The Wonderful Wizard of Oz (Oz #1),"[Uncle Henry, Dorothy Gale, Tin Woodman, Scarecrow, Cowardly Lion, Wicked Witch of the West, Wizard of Oz, Toto, Aunt Em, Good Witch of the North, Wicked Witch of the East, Boq, Stork, Queen of the Field Mice, Guardian of the Gates, Soldier with the Green Whiskers, Jellia Jamb, Gayelette, Quelala, Glinda, Munchkins, Kalidahs, Wildcat, Winged Monkeys, Winkies, Hammer-Heads]","[Fantasy, Magic, Young Adult]",262851,310,"[93315, 90232, 62414, 12952, 3938]",3.97,1.0
167,http://www.imdb.com/title/tt1840309/,Divergent,85000000,150947895,54607747.0,Veronica Roth,"
Georgia Peach Book Award (2012), Evergreen Teen Book Award (2014), Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal
...more
New Mexico Land of Enchantment Award for Young Adult (2014), Abraham Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book of 2011 and for Best Young Adult Fantasy & Science Fiction (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)
...less ",Divergent (Divergent #1),"[Albert, Drew Leighton (Divergent), Eric (Divergent), Beatrice Prior, Peter, Caleb Prior, Natalie Prior, Molly Atwood, Christina, Jeanine Matthews, Marcus Eaton, 翠丝, 老四, Tobias Eaton]","[Young Adult, Science Fiction, Dystopia, Fiction, Fantasy]",1991045,6,"[1019569, 602227, 269078, 70114, 30057]",4.26,13.0
168,http://www.imdb.com/name/nm1297015/,Emma,,,,Jane Austen,,Emma,"[Emma Woodhouse, George Knightley, Harriet Smith, Jane Fairfax, Frank Churchill, Henry Woodhouse, Philip Elton, Augusta Elton, Mr Weston, Mrs Anne Weston, Miss Bates, Isabella Woodhouse, John Knightley]","[Historical, Literature, 19th Century, European Literature, British Literature, Romance, Historical Romance, Adult, Historical, Regency, Adult Fiction, Womens Fiction, Chick Lit, Novels, Academic, School]",466735,1403,"[167747, 167489, 96396, 24402, 10701]",3.98,0.0
169,http://www.imdb.com/name/nm1297015/,Emma,,,,Charlotte Brontë,,Emma,[],"[Classics, Fiction, Romance, Historical Fiction, Historical, Romance, Historical Romance, Literature, European Literature, British Literature, Novels, Classics, Classic Literature]",4078,16,"[1434, 1460, 952, 173, 59]",3.99,0.0
170,http://www.imdb.com/title/tt0088939/,The Color Purple,15000000,98467863,1710333.0,Alice Walker,"
Pulitzer Prize for Fiction (1983), National Book Award for Fiction (Hardcover) (1983), National Book Critics Circle Award Nominee (1982)
",The Color Purple,"[Nettie, Albert, Celie, Shug Avery, Miss Millie]","[Classics, Fiction, Historical Fiction, Feminism]",383485,140,"[168015, 134751, 60396, 14130, 6193]",4.16,3.0
171,http://www.imdb.com/title/tt0268695/,The Time Machine,80000000,56684819,22610437.0,H.G. Wells,,The Time Machine,"[Weena, The Time Traveller]","[Classics, Science Fiction, Fiction, Science Fiction, Time Travel, Fantasy]",277072,973,"[75852, 107694, 75372, 14933, 3221]",3.86,0.0
172,http://www.imdb.com/title/tt0065528/,Catch-22,18000000,24911670,,Joseph Heller,"
National Book Award Finalist for Fiction (1962)
",Catch-22 (Catch-22 #1),"[Yossarian, Chaplain Tappman, Milo Minderbinder, Nately]","[Classics, Fiction, War, Humor, Literature]",538337,238,"[212082, 173020, 98778, 35297, 19160]",3.97,1.0
173,http://www.imdb.com/title/tt0139462/,Message in a Bottle,80000000,52799004,,,,,,,,,,,
174,http://www.imdb.com/title/tt0468492/,The Host,,2201412,314488.0,Stephenie Meyer,,The Host (The Host #1),"[Melanie Stryder, Ian O'Shea, Wanderer, Jamie Stryder, Jebediah Stryder, Kyle O'Shea, Jared Howe]","[Science Fiction, Fiction, Science Fiction, Dystopia, Young Adult, Fantasy, Paranormal, Science Fiction, Aliens]",748430,156,"[278571, 218266, 148704, 60114, 42775]",3.84,0.0
175,http://www.imdb.com/title/tt0317132/,Because of Winn-Dixie,14000000,32645546,13218723.0,Kate DiCamillo,"
Newbery Honor (2001), Book Sense Book of the Year Award for Children's Literature (2001), Josette Frank Award (2001), Mark Twain Award  (2003), Texas Bluebonnet Award (2002)
...more
Rebecca Caudill Young Reader's Book Award Nominee (2002), South Carolina Book Award for Children's Book Award (2003), Charlotte Award (2002), Nene Award (2005), Massachusetts Children's Book Award (2002), Keystone to Reading Book Award for Intermediate (2003), Dorothy Canfield Fisher Children's Book Award (2002), Sunshine State Young Readers Award for Grades 3-5 (2001), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2003), Charlie May Simon Children's Book Award (2002), New Mexico Land of Enchantment Award for Children's (2003), The Judy Lopez Memorial Award for Children's Literature Honor (2001), Chapman Award for Shared Reading Nominee for Fiction (2000), Washington State Sasquatch Award (2003), Oklahoma Sequoyah Award for Children (2003)
...less ",Because of Winn-Dixie,"[Winn-Dixie, India Opal Buloni, Otis, Miss Franny Block, Gloria Dump, The Preacher, Amanda Wilkinson]","[Fiction, Childrens, Realistic Fiction, Animals, Young Adult]",150244,70,"[54449, 51037, 34727, 8018, 2013]",3.98,19.0
176,http://www.imdb.com/title/tt0068646/,The Godfather,6000000,134966411,302393.0,Mario Puzo,,The Godfather (Mario Puzo's Mafia),"[Don Vito Corleone, Michael ""Mike"" Corleone, Santino ""Sonny"" Corleone, Constanzia ""Connie"" Corleone, Fredo ""Freddie"" Corleone, Tom Hagen, Johnny Fontane, Peter ""Pete"" Clemenza, Al Neri, Rocco Lampone, Luca Brasi]","[Thriller, Historical Fiction, Classics, Novels, Drama]",251941,230,"[136432, 78540, 28515, 5706, 2748]",4.35,0.0
177,http://www.imdb.com/title/tt0420238/,The Tale of Despereaux,60000000,50818750,10103675.0,Kate DiCamillo,"
Newbery Medal (2004), Mythopoeic Fantasy Award Nominee for Children's Literature (2004), Kentucky Bluegrass Award for 3-5 (2005), Garden State Book Award (2006), Rebecca Caudill Young Reader's Book Award Nominee (2006)
...more
Land of Enchantment Book Award for Young Adult (2006), Massachusetts Children's Book Award (2007), Blue Hen Book Award for Chapter Book (2005), Maine Student Book Award (2004), Mitten Award Nominee for Honor Book (2003), Rhode Island Children's Book Award (2005), Dorothy Canfield Fisher Children's Book Award (2005), Golden Archer Award for Intermediate (2005), Indian Paintbrush Book Award (2005), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2006), Charlie May Simon Children's Book Award (2005), Deutscher Jugendliteraturpreis Nominee for Kinderbuch (2005), New Mexico Land of Enchantment Award for Young Adult (2006), Oklahoma Sequoyah Award for Children's (2006)
...less ",The Tale of Despereaux,"[Despereaux Tilling, Princess Pea, Chiaroscuro, Miggery Sow]","[Childrens, Fantasy, Animals, Childrens, Middle Grade, Childrens, Juvenile, Young Adult, Fiction, Adventure, Childrens, Chapter Books, Fantasy, Fairy Tales]",108647,83,"[39550, 37673, 23720, 5946, 1758]",3.99,18.0
178,http://www.imdb.com/title/tt0091474/,Red Dragon,15000000,8620929,2204400.0,Thomas Harris,,Red Dragon (Hannibal Lecter #1),"[Jack Crawford, Will Graham, Francis Dolarhyde, Hannibal Lecter]","[Horror, Fiction, Thriller, Mystery, Mystery, Crime]",189368,178,"[63897, 74631, 40678, 7401, 2761]",4.0,0.0
179,http://www.imdb.com/title/tt0037988/,The Picture of Dorian Gray,3500000,,,Oscar Wilde,,The Picture of Dorian Gray,"[Dorian Gray, Basil Hallward, Lord Henry Wotton, Sibyl Vane, James Vane, Lady Wotton]","[Classics, Fiction, Horror, Fantasy]",607475,793,"[228936, 222995, 118424, 28201, 8919]",4.05,0.0
180,http://www.imdb.com/title/tt0137523/,Fight Club,63000000,37030102,11035485.0,Chuck Palahniuk,"
Oregon Book Award for Fiction (1997)
",Fight Club,"[The Narrator, Tyler Durden, Marla Singer]","[Fiction, Contemporary, Classics, Thriller]",361154,144,"[161027, 129894, 54255, 11729, 4249]",4.2,1.0
181,http://www.imdb.com/title/tt0404030/,Everything Is Illuminated,7000000,1705595,66806.0,Jonathan Safran Foer,"
New York Public Library Young Lions Fiction Award (2003), Guardian First Book Award (2002), PEN/Robert W. Bingham Prize (2004), William Saroyan International Prize for Writing for Fiction (2003)
",Everything Is Illuminated,"[Alexander Perchov, Jonathan Safran Foer]","[Fiction, Historical Fiction, Contemporary, Novels]",136839,100,"[45475, 49027, 28760, 9607, 3970]",3.89,4.0
182,http://www.imdb.com/title/tt0107798/,The Pelican Brief,45000000,100768056,16600000.0,John Grisham,"
Evergreen Teen Book Award (1995)
",The Pelican Brief,[Darby Shaw],"[Fiction, Mystery, Thriller, Suspense, Mystery, Crime, Thriller, Legal Thriller]",275104,137,"[82384, 108381, 70111, 11979, 2249]",3.93,1.0
183,http://www.imdb.com/title/tt0241303/,Chocolat,25000000,71309760,3093590.0,Joanne Harris,,Chocolat (Chocolat #1),"[Caro Clairmont, Josephine, Anouk, Vianne Rocher, Roux]","[Romance, Magical Realism, Fiction, Cultural, France, Fantasy, Contemporary]",88008,132,"[26421, 35752, 20989, 3965, 881]",3.94,0.0
184,http://www.imdb.com/title/tt0115988/,The Crucible,25000000,7340103,62995.0,Arthur Miller,"
Tony Award (1953)
",The Crucible,"[Rev. Parris, Tituba, Abigail Williams, John Proctor, Elizabeth Proctor]","[Classics, Plays, Fiction, Historical Fiction, Drama, Academic, School]",236193,121,"[46897, 77333, 75866, 27598, 8499]",3.54,1.0
185,http://www.imdb.com/title/tt0085382/,Cujo,5000000,21200000,6114000.0,Stephen King,"
British Fantasy Award for Best Novel (1982)
",Cujo,"[Tad Trenton, Donna Trenton, Vic Trenton, Steve Kemp, Joe Camber, Charity Camber, Brett Camber, Cujo, Roger Breakstone, Gary Pervier, Frank Dodd]","[Horror, Fiction, Thriller]",153516,133,"[35247, 48034, 51018, 15327, 3890]",3.62,1.0
186,http://www.imdb.com/title/tt1449283/,Winnie-the-Pooh,30000000,26687172,7857076.0,A.A. Milne,"
Lewis Carroll Shelf Award (1958)
",Winnie-the-Pooh (Winnie-the-Pooh #1),"[Winnie-the-Pooh, Christopher Robin, Piglet, Owl, Kanga, Roo, Eeyore, Rabbit]","[Childrens, Fiction, Classics, Fantasy, Young Adult, Childrens, Picture Books, Childrens, Juvenile, European Literature, British Literature, Literature, Humor]",204925,229,"[112541, 57730, 27053, 5063, 2538]",4.33,1.0
